ca.rmen.android.networkmonitor - Crashes by Android Version for 2017-03-15 - 2019-02-24
,,Metric,Crashes,Notes
,,Dimension,All Android versions
2017-03-15 - 2019-02-24,2018-08-24,,-
2017-03-15 - 2019-02-24,2018-08-25,,-
2017-03-15 - 2019-02-24,2018-08-26,,-
2017-03-15 - 2019-02-24,2018-08-27,,-
2017-03-15 - 2019-02-24,2018-08-28,,-
2017-03-15 - 2019-02-24,2018-08-29,,-
2017-03-15 - 2019-02-24,2018-08-30,,-
2017-03-15 - 2019-02-24,2018-08-31,,-
2017-03-15 - 2019-02-24,2018-09-01,,-
2017-03-15 - 2019-02-24,2018-09-02,,-
2017-03-15 - 2019-02-24,2018-09-03,,3
2017-03-15 - 2019-02-24,2018-09-04,,1
2017-03-15 - 2019-02-24,2018-09-05,,2
2017-03-15 - 2019-02-24,2018-09-06,,-
2017-03-15 - 2019-02-24,2018-09-07,,-
2017-03-15 - 2019-02-24,2018-09-08,,-
2017-03-15 - 2019-02-24,2018-09-09,,1
2017-03-15 - 2019-02-24,2018-09-10,,-
2017-03-15 - 2019-02-24,2018-09-11,,-
2017-03-15 - 2019-02-24,2018-09-12,,-
2017-03-15 - 2019-02-24,2018-09-13,,-
2017-03-15 - 2019-02-24,2018-09-14,,-
2017-03-15 - 2019-02-24,2018-09-15,,-
2017-03-15 - 2019-02-24,2018-09-16,,-
2017-03-15 - 2019-02-24,2018-09-17,,-
2017-03-15 - 2019-02-24,2018-09-18,,3
2017-03-15 - 2019-02-24,2018-09-19,,-
2017-03-15 - 2019-02-24,2018-09-20,,-
2017-03-15 - 2019-02-24,2018-09-21,,-
2017-03-15 - 2019-02-24,2018-09-22,,-
2017-03-15 - 2019-02-24,2018-09-23,,-
2017-03-15 - 2019-02-24,2018-09-24,,-
2017-03-15 - 2019-02-24,2018-09-25,,-
2017-03-15 - 2019-02-24,2018-09-26,,1
2017-03-15 - 2019-02-24,2018-09-27,,-
2017-03-15 - 2019-02-24,2018-09-28,,1
2017-03-15 - 2019-02-24,2018-09-29,,-
2017-03-15 - 2019-02-24,2018-09-30,,-
2017-03-15 - 2019-02-24,2018-10-01,,2
2017-03-15 - 2019-02-24,2018-10-02,,-
2017-03-15 - 2019-02-24,2018-10-03,,1
2017-03-15 - 2019-02-24,2018-10-04,,-
2017-03-15 - 2019-02-24,2018-10-05,,-
2017-03-15 - 2019-02-24,2018-10-06,,-
2017-03-15 - 2019-02-24,2018-10-07,,-
2017-03-15 - 2019-02-24,2018-10-08,,-
2017-03-15 - 2019-02-24,2018-10-09,,-
2017-03-15 - 2019-02-24,2018-10-10,,-
2017-03-15 - 2019-02-24,2018-10-11,,1
2017-03-15 - 2019-02-24,2018-10-12,,-
2017-03-15 - 2019-02-24,2018-10-13,,-
2017-03-15 - 2019-02-24,2018-10-14,,-
2017-03-15 - 2019-02-24,2018-10-15,,-
2017-03-15 - 2019-02-24,2018-10-16,,2
2017-03-15 - 2019-02-24,2018-10-17,,-
2017-03-15 - 2019-02-24,2018-10-18,,-
2017-03-15 - 2019-02-24,2018-10-19,,1
2017-03-15 - 2019-02-24,2018-10-20,,-
2017-03-15 - 2019-02-24,2018-10-21,,-
2017-03-15 - 2019-02-24,2018-10-22,,-
2017-03-15 - 2019-02-24,2018-10-23,,-
2017-03-15 - 2019-02-24,2018-10-24,,1
2017-03-15 - 2019-02-24,2018-10-25,,3
2017-03-15 - 2019-02-24,2018-10-26,,-
2017-03-15 - 2019-02-24,2018-10-27,,-
2017-03-15 - 2019-02-24,2018-10-28,,1
2017-03-15 - 2019-02-24,2018-10-29,,-
2017-03-15 - 2019-02-24,2018-10-30,,-
2017-03-15 - 2019-02-24,2018-10-31,,1
2017-03-15 - 2019-02-24,2018-11-01,,-
2017-03-15 - 2019-02-24,2018-11-02,,-
2017-03-15 - 2019-02-24,2018-11-03,,1
2017-03-15 - 2019-02-24,2018-11-04,,-
2017-03-15 - 2019-02-24,2018-11-05,,-
2017-03-15 - 2019-02-24,2018-11-06,,-
2017-03-15 - 2019-02-24,2018-11-07,,-
2017-03-15 - 2019-02-24,2018-11-08,,-
2017-03-15 - 2019-02-24,2018-11-09,,-
2017-03-15 - 2019-02-24,2018-11-10,,-
2017-03-15 - 2019-02-24,2018-11-11,,1
2017-03-15 - 2019-02-24,2018-11-12,,-
2017-03-15 - 2019-02-24,2018-11-13,,-
2017-03-15 - 2019-02-24,2018-11-14,,-
2017-03-15 - 2019-02-24,2018-11-15,,-
2017-03-15 - 2019-02-24,2018-11-16,,-
2017-03-15 - 2019-02-24,2018-11-17,,-
2017-03-15 - 2019-02-24,2018-11-18,,-
2017-03-15 - 2019-02-24,2018-11-19,,-
2017-03-15 - 2019-02-24,2018-11-20,,-
2017-03-15 - 2019-02-24,2018-11-21,,2
2017-03-15 - 2019-02-24,2018-11-22,,-
2017-03-15 - 2019-02-24,2018-11-23,,-
2017-03-15 - 2019-02-24,2018-11-24,,-
2017-03-15 - 2019-02-24,2018-11-25,,-
2017-03-15 - 2019-02-24,2018-11-26,,1
2017-03-15 - 2019-02-24,2018-11-27,,-
2017-03-15 - 2019-02-24,2018-11-28,,-
2017-03-15 - 2019-02-24,2018-11-29,,-
2017-03-15 - 2019-02-24,2018-11-30,,-
2017-03-15 - 2019-02-24,2018-12-01,,-
2017-03-15 - 2019-02-24,2018-12-02,,-
2017-03-15 - 2019-02-24,2018-12-03,,-
2017-03-15 - 2019-02-24,2018-12-04,,1
2017-03-15 - 2019-02-24,2018-12-05,,-
2017-03-15 - 2019-02-24,2018-12-06,,1
2017-03-15 - 2019-02-24,2018-12-07,,2
2017-03-15 - 2019-02-24,2018-12-08,,-
2017-03-15 - 2019-02-24,2018-12-09,,-
2017-03-15 - 2019-02-24,2018-12-10,,1
2017-03-15 - 2019-02-24,2018-12-11,,1
2017-03-15 - 2019-02-24,2018-12-12,,-
2017-03-15 - 2019-02-24,2018-12-13,,-
2017-03-15 - 2019-02-24,2018-12-14,,-
2017-03-15 - 2019-02-24,2018-12-15,,-
2017-03-15 - 2019-02-24,2018-12-16,,-
2017-03-15 - 2019-02-24,2018-12-17,,1
2017-03-15 - 2019-02-24,2018-12-18,,-
2017-03-15 - 2019-02-24,2018-12-19,,-
2017-03-15 - 2019-02-24,2018-12-20,,-
2017-03-15 - 2019-02-24,2018-12-21,,-
2017-03-15 - 2019-02-24,2018-12-22,,-
2017-03-15 - 2019-02-24,2018-12-23,,1
2017-03-15 - 2019-02-24,2018-12-24,,-
2017-03-15 - 2019-02-24,2018-12-25,,-
2017-03-15 - 2019-02-24,2018-12-26,,1
2017-03-15 - 2019-02-24,2018-12-27,,-
2017-03-15 - 2019-02-24,2018-12-28,,1
2017-03-15 - 2019-02-24,2018-12-29,,-
2017-03-15 - 2019-02-24,2018-12-30,,1
2017-03-15 - 2019-02-24,2018-12-31,,-
2017-03-15 - 2019-02-24,2019-01-01,,-
2017-03-15 - 2019-02-24,2019-01-02,,-
2017-03-15 - 2019-02-24,2019-01-03,,-
2017-03-15 - 2019-02-24,2019-01-04,,-
2017-03-15 - 2019-02-24,2019-01-05,,1
2017-03-15 - 2019-02-24,2019-01-06,,-
2017-03-15 - 2019-02-24,2019-01-07,,-
2017-03-15 - 2019-02-24,2019-01-08,,1
2017-03-15 - 2019-02-24,2019-01-09,,1
2017-03-15 - 2019-02-24,2019-01-10,,-
2017-03-15 - 2019-02-24,2019-01-11,,-
2017-03-15 - 2019-02-24,2019-01-12,,-
2017-03-15 - 2019-02-24,2019-01-13,,-
2017-03-15 - 2019-02-24,2019-01-14,,-
2017-03-15 - 2019-02-24,2019-01-15,,-
2017-03-15 - 2019-02-24,2019-01-16,,-
2017-03-15 - 2019-02-24,2019-01-17,,-
2017-03-15 - 2019-02-24,2019-01-18,,-
2017-03-15 - 2019-02-24,2019-01-19,,1
2017-03-15 - 2019-02-24,2019-01-20,,-
2017-03-15 - 2019-02-24,2019-01-21,,-
2017-03-15 - 2019-02-24,2019-01-22,,-
2017-03-15 - 2019-02-24,2019-01-23,,-
2017-03-15 - 2019-02-24,2019-01-24,,-
2017-03-15 - 2019-02-24,2019-01-25,,-
2017-03-15 - 2019-02-24,2019-01-26,,-
2017-03-15 - 2019-02-24,2019-01-27,,-
2017-03-15 - 2019-02-24,2019-01-28,,-
2017-03-15 - 2019-02-24,2019-01-29,,-
2017-03-15 - 2019-02-24,2019-01-30,,-
2017-03-15 - 2019-02-24,2019-01-31,,-
2017-03-15 - 2019-02-24,2019-02-01,,-
2017-03-15 - 2019-02-24,2019-02-02,,1
2017-03-15 - 2019-02-24,2019-02-03,,-
2017-03-15 - 2019-02-24,2019-02-04,,-
2017-03-15 - 2019-02-24,2019-02-05,,-
2017-03-15 - 2019-02-24,2019-02-06,,-
2017-03-15 - 2019-02-24,2019-02-07,,-
2017-03-15 - 2019-02-24,2019-02-08,,-
2017-03-15 - 2019-02-24,2019-02-09,,-
2017-03-15 - 2019-02-24,2019-02-10,,-
2017-03-15 - 2019-02-24,2019-02-11,,1
2017-03-15 - 2019-02-24,2019-02-12,,1
2017-03-15 - 2019-02-24,2019-02-13,,-
2017-03-15 - 2019-02-24,2019-02-14,,-
2017-03-15 - 2019-02-24,2019-02-15,,-
2017-03-15 - 2019-02-24,2019-02-16,,1
2017-03-15 - 2019-02-24,2019-02-17,,-
2017-03-15 - 2019-02-24,2019-02-18,,-
2017-03-15 - 2019-02-24,2019-02-19,,-
2017-03-15 - 2019-02-24,2019-02-20,,-
2017-03-15 - 2019-02-24,2019-02-21,,-
2017-03-15 - 2019-02-24,2019-02-22,,-
2017-03-15 - 2019-02-24,2019-02-23,,-
2017-03-15 - 2019-02-24,2019-02-24,,-,"Rollout of release - Increased rollout of 1.30.1 to 100%, Rollout of release - Started rollout of 1.30.1 at 100%, Rollout of release - Started rollout of 1.31.0 at 100%"
